,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Closure_Code,No_of_Related_Interactions,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend
23836,subapplication,Web Based Application,IM0024086,4,4,4.0,0.949475738,incident,1.0,2013-12-24 14:45:00,2013-12-30 08:24:00,2013-12-30 08:24:00,Software,1.0,137.65,5,14,1,12,2013,False
23837,application,Server Based Application,IM0024087,4,4,4.0,0.825704626,incident,0.0,2013-12-24 14:49:00,2013-12-24 15:07:00,2013-12-24 15:07:00,No error - works as designed,1.0,0.3,0,14,1,12,2013,False
23838,application,Server Based Application,IM0024088,5,5,5.0,0.7096086,request for information,2.0,2013-12-24 14:49:00,2013-12-27 10:56:00,2013-12-27 10:56:00,Other,1.0,68.11666666666666,2,14,1,12,2013,False
23839,application,Server Based Application,IM0024089,4,4,4.0,0.819990016,incident,0.0,2013-12-24 15:07:00,2013-12-24 15:10:00,2013-12-24 15:10:00,Other,1.0,0.05,0,15,1,12,2013,False
23840,application,Server Based Application,IM0024090,4,4,4.0,0.202942857,incident,0.0,2013-12-24 15:08:00,2014-01-21 13:44:00,2014-01-21 13:44:00,Software,1.0,670.6,27,15,1,12,2013,False
23841,application,Web Based Application,IM0024091,5,5,5.0,0.515013172,incident,0.0,2013-12-24 15:09:00,2014-01-02 09:08:00,2014-01-02 09:08:00,User manual not used,1.0,209.98333333333332,8,15,1,12,2013,False
23842,application,Server Based Application,IM0024092,4,4,4.0,0.834914874,incident,9.0,2013-12-24 15:09:00,2013-12-31 11:03:00,2013-12-31 11:04:00,Other,2.0,163.91666666666666,6,15,1,12,2013,False
23843,application,Server Based Application,IM0024093,5,5,5.0,0.131646837,request for information,9.0,2013-12-24 15:10:00,2014-01-24 10:39:00,2014-01-24 10:40:00,Unknown,1.0,739.5,30,15,1,12,2013,False
23844,subapplication,Server Based Application,IM0024094,2,2,2.0,0.776882928,incident,0.0,2013-12-24 15:13:00,2013-12-24 15:22:00,2013-12-24 15:22:00,Unknown,1.0,0.15,0,15,1,12,2013,False
23845,application,Server Based Application,IM0024095,4,4,4.0,0.544465179,request for information,0.0,2013-12-24 15:16:00,2014-01-09 10:00:00,2014-01-09 10:00:00,Inquiry,1.0,378.73333333333335,15,15,1,12,2013,False
23846,application,Web Based Application,IM0024096,4,4,4.0,0.164891388,incident,0.0,2013-12-24 15:16:00,2013-12-24 15:24:00,2013-12-24 15:24:00,Software,1.0,0.13333333333333333,0,15,1,12,2013,False
23847,subapplication,Web Based Application,IM0024097,4,4,4.0,0.858440029,incident,0.0,2013-12-24 15:28:00,2013-12-24 15:43:00,2013-12-24 15:44:00,Operator error,1.0,0.26666666666666666,0,15,1,12,2013,False
23848,subapplication,Web Based Application,IM0024098,4,4,4.0,0.320994791,incident,0.0,2013-12-24 15:29:00,2013-12-24 15:34:00,2013-12-24 15:34:00,User error,1.0,0.08333333333333333,0,15,1,12,2013,False
23849,application,Desktop Application,IM0024099,3,3,3.0,0.731380252,incident,0.0,2013-12-24 15:30:00,2014-01-03 08:58:00,2014-01-03 09:02:00,Software,1.0,233.53333333333333,9,15,1,12,2013,False
23850,application,Desktop Application,IM0024100,4,4,4.0,0.694818352,incident,0.0,2013-12-24 15:30:00,2014-01-03 09:00:00,2014-01-03 09:01:00,Unknown,1.0,233.51666666666668,9,15,1,12,2013,False
23851,application,Web Based Application,IM0024101,4,4,4.0,0.554514285,incident,1.0,2013-12-24 15:30:00,2013-12-30 12:28:00,2013-12-30 12:28:00,Other,1.0,140.96666666666667,5,15,1,12,2013,False
23852,computer,Desktop,IM0024102,5,5,5.0,0.590784555,incident,0.0,2013-12-24 15:35:00,2013-12-31 14:11:00,2013-12-31 14:12:00,Hardware,1.0,166.61666666666667,6,15,1,12,2013,False
23853,computer,Laptop,IM0024103,5,5,5.0,0.114120857,incident,3.0,2013-12-24 15:38:00,2014-01-06 10:30:00,2014-01-06 10:30:00,Hardware,1.0,306.8666666666667,12,15,1,12,2013,False
23854,application,Web Based Application,IM0024104,4,4,4.0,0.86717882,incident,2.0,2013-12-24 15:43:00,2013-12-27 16:37:00,2013-12-27 16:37:00,Software,1.0,72.9,3,15,1,12,2013,False
23855,application,Web Based Application,IM0024105,4,4,4.0,0.376640121,incident,2.0,2013-12-24 15:49:00,2013-10-10 12:53:00,2014-01-06 10:31:00,Other,1.0,306.7,12,15,1,12,2013,False
23856,application,Server Based Application,IM0024106,5,5,5.0,0.588874679,request for information,0.0,2013-12-24 15:51:00,2013-12-24 16:15:00,2013-12-24 16:16:00,Other,1.0,0.4166666666666667,0,15,1,12,2013,False
23857,application,Server Based Application,IM0024107,4,4,4.0,0.192016748,incident,0.0,2013-12-24 15:55:00,2013-12-24 16:22:00,2013-12-24 16:22:00,No error - works as designed,1.0,0.45,0,15,1,12,2013,False
23858,application,Web Based Application,IM0024108,4,4,4.0,0.647179839,incident,1.0,2013-12-24 15:58:00,2014-01-03 12:03:00,2014-01-03 12:04:00,Operator error,1.0,236.1,9,15,1,12,2013,False
23859,application,Server Based Application,IM0024109,5,5,5.0,0.189572952,request for information,0.0,2013-12-24 15:58:00,2013-12-27 13:53:00,2013-12-27 13:55:00,No error - works as designed,1.0,69.95,2,15,1,12,2013,False
23860,application,Server Based Application,IM0024110,4,4,4.0,0.711560938,incident,2.0,2013-12-24 16:00:00,2014-01-15 13:04:00,2014-01-15 13:04:00,No error - works as designed,1.0,525.0666666666667,21,16,1,12,2013,False
23861,application,Server Based Application,IM0024111,4,4,4.0,0.224534475,incident,0.0,2013-12-24 16:03:00,2013-12-24 16:13:00,2013-12-24 16:13:00,Other,1.0,0.16666666666666666,0,16,1,12,2013,False
23862,application,Server Based Application,IM0024112,5,5,5.0,0.227142655,incident,0.0,2013-12-24 16:07:00,2013-12-24 16:14:00,2013-12-24 16:14:00,User error,1.0,0.11666666666666667,0,16,1,12,2013,False
23863,application,Server Based Application,IM0024113,5,5,5.0,0.368767308,request for information,4.0,2013-12-24 16:08:00,2013-12-31 13:23:00,2013-12-31 13:23:00,Other,2.0,165.25,6,16,1,12,2013,False
23864,application,Server Based Application,IM0024114,4,4,4.0,0.007045504,incident,3.0,2013-12-24 16:16:00,2014-01-14 16:02:00,2014-01-14 16:02:00,Software,1.0,503.76666666666665,20,16,1,12,2013,False
23865,application,Web Based Application,IM0024115,4,4,4.0,0.647520533,incident,0.0,2013-12-24 16:16:00,2013-12-24 16:23:00,2013-12-24 16:23:00,Other,1.0,0.11666666666666667,0,16,1,12,2013,False
23866,application,Web Based Application,IM0024116,5,5,5.0,0.300709033,incident,8.0,2013-12-24 16:20:00,2013-10-10 12:53:00,2013-12-30 14:23:00,Software,2.0,142.05,5,16,1,12,2013,False
23867,application,Web Based Application,IM0024117,4,4,4.0,0.71083041,incident,0.0,2013-12-24 16:21:00,2013-12-24 16:28:00,2013-12-24 16:28:00,Other,1.0,0.11666666666666667,0,16,1,12,2013,False
23868,application,Server Based Application,IM0024118,5,5,5.0,0.185759085,request for information,0.0,2013-12-24 16:30:00,2013-12-24 16:33:00,2013-12-24 16:33:00,Other,1.0,0.05,0,16,1,12,2013,False
23869,subapplication,Web Based Application,IM0024119,4,4,4.0,0.919089685,incident,0.0,2013-12-24 16:45:00,2013-12-27 12:41:00,2013-12-27 12:41:00,Other,1.0,67.93333333333334,2,16,1,12,2013,False
23870,subapplication,Web Based Application,IM0024120,4,4,4.0,0.430550954,incident,0.0,2013-12-24 16:52:00,2013-12-27 07:30:00,2013-12-27 07:30:00,Other,1.0,62.63333333333333,2,16,1,12,2013,False
23871,application,Web Based Application,IM0024121,4,5,4.0,0.680912772,incident,2.0,2013-12-24 16:53:00,2014-01-02 14:55:00,2014-01-02 14:56:00,Data,1.0,214.05,8,16,1,12,2013,False
23872,subapplication,Web Based Application,IM0024122,4,4,4.0,0.015397829,incident,15.0,2013-12-24 15:32:00,2014-03-27 12:16:00,2014-03-27 12:16:00,Other,1.0,2228.733333333333,92,15,1,12,2013,False
23873,subapplication,Web Based Application,IM0024123,4,4,4.0,0.270426715,incident,5.0,2013-12-24 15:46:00,2014-03-12 14:12:00,2014-03-12 14:12:00,Software,1.0,1870.4333333333334,77,15,1,12,2013,False
23874,application,Web Based Application,IM0024124,4,4,4.0,0.452662731,incident,3.0,2013-12-24 15:54:00,2014-01-08 09:12:00,2014-01-08 09:12:00,Software,2.0,353.3,14,15,1,12,2013,False
23875,application,Web Based Application,IM0024125,3,3,3.0,0.715832823,incident,0.0,2013-12-24 15:55:00,2013-12-30 09:16:00,2013-12-30 09:17:00,User error,1.0,137.36666666666667,5,15,1,12,2013,False
23876,subapplication,Web Based Application,IM0024126,5,5,5.0,0.554606915,incident,3.0,2013-12-24 15:58:00,2014-01-02 22:42:00,2014-01-02 22:43:00,Operator error,1.0,222.75,9,15,1,12,2013,False
23877,application,Server Based Application,IM0024127,4,3,4.0,0.697491957,incident,1.0,2013-12-24 15:58:00,2013-12-27 07:57:00,2013-12-27 07:57:00,Other,1.0,63.983333333333334,2,15,1,12,2013,False
23878,application,Web Based Application,IM0024128,4,4,4.0,0.978704839,incident,2.0,2013-12-24 15:59:00,2013-12-27 10:47:00,2013-12-27 10:47:00,Other,1.0,66.8,2,15,1,12,2013,False
23879,application,Web Based Application,IM0024129,3,3,3.0,0.697678664,incident,4.0,2013-12-24 16:00:00,2014-02-12 14:02:00,2014-02-12 14:02:00,Other,1.0,1198.0333333333333,49,16,1,12,2013,False
23880,subapplication,Web Based Application,IM0024130,4,4,4.0,0.77212021,incident,0.0,2013-12-24 16:03:00,2013-12-24 16:11:00,2013-12-24 16:11:00,Software,1.0,0.13333333333333333,0,16,1,12,2013,False
23881,application,Server Based Application,IM0024131,4,4,4.0,0.048708729,incident,0.0,2013-12-24 16:08:00,2013-12-27 09:39:00,2013-12-27 09:39:00,Software,1.0,65.51666666666667,2,16,1,12,2013,False
23882,application,Web Based Application,IM0024132,4,4,4.0,0.578657283,incident,0.0,2013-12-24 16:13:00,2013-12-24 16:20:00,2013-12-24 16:20:00,Other,1.0,0.11666666666666667,0,16,1,12,2013,False
23883,application,Server Based Application,IM0024133,3,3,3.0,0.833174486,incident,1.0,2013-12-25 11:32:00,2013-12-25 12:33:00,2013-12-25 12:33:00,No error - works as designed,1.0,1.0166666666666666,0,11,2,12,2013,False
23884,application,Server Based Application,IM0024134,5,5,5.0,0.376970319,request for information,0.0,2013-12-27 08:20:00,2013-12-27 08:25:00,2013-12-27 08:25:00,No error - works as designed,1.0,0.08333333333333333,0,8,4,12,2013,False
23885,application,Server Based Application,IM0024135,5,5,5.0,0.828705695,request for information,2.0,2013-12-27 08:26:00,2013-12-31 12:39:00,2013-12-31 12:39:00,Other,1.0,100.21666666666667,4,8,4,12,2013,False
23886,application,Server Based Application,IM0024136,5,5,5.0,0.168779487,request for information,4.0,2013-12-27 08:45:00,2014-01-02 14:06:00,2014-01-02 14:06:00,Other,2.0,149.35,6,8,4,12,2013,False
23887,application,Server Based Application,IM0024137,5,5,5.0,0.696627477,request for information,4.0,2013-12-27 09:04:00,2014-01-02 11:38:00,2014-01-02 11:38:00,Other,1.0,146.56666666666666,6,9,4,12,2013,False
23888,subapplication,Web Based Application,IM0024138,4,4,4.0,0.917733295,incident,0.0,2013-12-27 09:10:00,2013-12-27 10:00:00,2013-12-27 10:00:00,Software,1.0,0.8333333333333334,0,9,4,12,2013,False
23889,computer,Banking Device,IM0024139,2,2,2.0,0.639214237,incident,0.0,2013-12-27 09:25:00,2013-10-10 12:53:00,2013-12-27 13:23:00,Other,1.0,3.966666666666667,0,9,4,12,2013,False
23890,storage,SAN,IM0024140,3,3,3.0,0.259969146,incident,0.0,2013-12-27 09:26:00,2013-12-27 13:33:00,2013-12-27 13:33:00,Hardware,1.0,4.116666666666666,0,9,4,12,2013,False
23891,application,Server Based Application,IM0024141,4,4,4.0,0.073600497,incident,2.0,2013-12-27 09:36:00,2013-12-30 10:31:00,2013-12-30 10:31:00,User error,1.0,72.91666666666667,3,9,4,12,2013,False
23892,application,Web Based Application,IM0024142,5,5,5.0,0.663442132,request for information,0.0,2013-12-27 09:37:00,2013-12-27 11:05:00,2013-12-27 11:05:00,Inquiry,1.0,1.4666666666666666,0,9,4,12,2013,False
23893,application,Web Based Application,IM0024143,5,5,5.0,0.40254593,incident,3.0,2013-12-27 09:38:00,2014-01-21 14:47:00,2014-01-21 14:47:00,Software,2.0,605.15,25,9,4,12,2013,False
23894,application,Server Based Application,IM0024144,4,4,4.0,0.997708058,incident,2.0,2013-12-27 09:49:00,2013-12-30 15:25:00,2013-12-30 15:25:00,Software,1.0,77.6,3,9,4,12,2013,False
23895,application,Server Based Application,IM0024146,4,4,4.0,0.504827073,incident,1.0,2013-12-27 10:58:00,2014-01-03 19:40:00,2014-01-03 19:40:00,User manual not used,1.0,176.7,7,10,4,12,2013,False
23896,officeelectronics,Scanner,IM0024149,3,3,3.0,0.100857345,incident,0.0,2013-12-27 11:30:00,2013-12-27 11:31:00,2013-12-27 11:31:00,Other,1.0,0.016666666666666666,0,11,4,12,2013,False
23897,application,Web Based Application,IM0024150,4,4,4.0,0.467056848,incident,0.0,2013-12-27 11:33:00,2013-12-27 13:11:00,2013-12-27 13:11:00,Data,1.0,1.6333333333333333,0,11,4,12,2013,False
23898,application,Server Based Application,IM0024151,3,3,3.0,0.762686419,incident,0.0,2013-12-27 11:42:00,2013-12-27 11:46:00,2013-12-27 11:46:00,User error,1.0,0.06666666666666667,0,11,4,12,2013,False
23899,application,Web Based Application,IM0024152,4,4,4.0,0.074321652,incident,4.0,2013-12-27 11:47:00,2014-01-03 09:16:00,2014-01-03 09:16:00,Data,1.0,165.48333333333332,6,11,4,12,2013,False
23900,computer,Banking Device,IM0024153,2,2,2.0,0.09502204,incident,0.0,2013-12-27 11:48:00,2013-10-10 12:53:00,2013-12-27 15:49:00,Other,1.0,4.016666666666667,0,11,4,12,2013,False
23901,application,Server Based Application,IM0024154,3,3,3.0,0.334134711,incident,2.0,2013-12-27 11:51:00,2013-12-27 15:59:00,2013-12-27 16:00:00,No error - works as designed,1.0,4.15,0,11,4,12,2013,False
23902,application,Desktop Application,IM0024155,5,5,5.0,0.335697235,incident,0.0,2013-12-27 12:00:00,2014-01-07 14:28:00,2014-01-07 14:28:00,Software,1.0,266.46666666666664,11,12,4,12,2013,False
23903,application,Server Based Application,IM0024156,4,4,4.0,0.350144282,incident,3.0,2013-12-27 12:21:00,2014-01-06 10:34:00,2014-01-06 10:34:00,No error - works as designed,1.0,238.21666666666667,9,12,4,12,2013,False
23904,subapplication,Server Based Application,IM0024157,4,4,4.0,0.148424463,incident,0.0,2013-12-27 12:25:00,2013-12-30 12:01:00,2013-12-30 12:06:00,Software,1.0,71.68333333333334,2,12,4,12,2013,False
23905,computer,Linux Server,IM0024158,3,3,3.0,0.893629763,incident,2.0,2013-12-27 12:30:00,2013-12-28 08:43:00,2013-12-28 08:43:00,Hardware,1.0,20.216666666666665,0,12,4,12,2013,False
23906,application,Server Based Application,IM0024159,4,4,4.0,0.7753467,incident,0.0,2013-12-27 12:33:00,2013-12-27 14:09:00,2013-12-27 14:09:00,User error,1.0,1.6,0,12,4,12,2013,False
23907,computer,Linux Server,IM0024160,3,3,3.0,0.045533543,incident,4.0,2013-12-27 12:47:00,2014-01-10 10:54:00,2014-01-10 10:54:00,Hardware,1.0,334.1166666666667,13,12,4,12,2013,False
23908,computer,Linux Server,IM0024161,3,3,3.0,0.896760019,incident,2.0,2013-12-27 12:48:00,2013-12-28 08:49:00,2013-12-28 08:49:00,Hardware,1.0,20.016666666666666,0,12,4,12,2013,False
23909,subapplication,Server Based Application,IM0024162,5,5,5.0,0.651565032,request for information,0.0,2013-12-27 12:49:00,2013-12-27 13:30:00,2013-12-27 13:30:00,User error,1.0,0.6833333333333333,0,12,4,12,2013,False
23910,subapplication,Web Based Application,IM0024163,4,4,4.0,0.378663256,incident,0.0,2013-12-27 13:11:00,2013-12-27 14:23:00,2013-12-27 14:23:00,Software,1.0,1.2,0,13,4,12,2013,False
23911,application,Web Based Application,IM0024164,4,4,4.0,0.751655495,incident,0.0,2013-12-24 17:14:00,2013-12-27 13:27:00,2013-12-27 13:27:00,Other,1.0,68.21666666666667,2,17,1,12,2013,False
23912,computer,Desktop,IM0024165,5,5,5.0,0.597921018,incident,1.0,2013-12-27 08:41:00,2013-12-30 14:09:00,2013-12-30 14:09:00,Other,2.0,77.46666666666667,3,8,4,12,2013,False
23913,application,Server Based Application,IM0024166,4,4,4.0,0.993992272,incident,1.0,2013-12-27 09:07:00,2013-12-30 11:03:00,2013-12-30 11:04:00,Other,1.0,73.95,3,9,4,12,2013,False
23914,application,Server Based Application,IM0024167,3,4,3.0,0.928447214,incident,0.0,2013-12-27 10:01:00,2013-12-27 10:20:00,2013-12-27 10:20:00,User error,1.0,0.31666666666666665,0,10,4,12,2013,False
23915,subapplication,Server Based Application,IM0024168,4,4,4.0,0.542866373,incident,1.0,2013-12-27 10:04:00,2013-12-27 10:33:00,2013-12-27 10:33:00,Software,1.0,0.48333333333333334,0,10,4,12,2013,False
23916,application,Server Based Application,IM0024169,4,4,4.0,0.543737868,incident,0.0,2013-12-27 10:53:00,2013-12-27 11:28:00,2013-12-27 11:28:00,Software,1.0,0.5833333333333334,0,10,4,12,2013,False
23917,application,Server Based Application,IM0024170,4,4,4.0,0.857370815,incident,0.0,2013-12-27 11:30:00,2013-12-27 11:36:00,2013-12-27 11:36:00,User error,1.0,0.1,0,11,4,12,2013,False
23918,application,Server Based Application,IM0024171,5,5,5.0,0.560909207,request for information,0.0,2013-12-27 11:37:00,2013-12-27 12:00:00,2013-12-27 12:00:00,Other,1.0,0.38333333333333336,0,11,4,12,2013,False
23919,application,Web Based Application,IM0024172,3,3,3.0,0.327378471,incident,0.0,2013-12-27 12:00:00,2013-12-27 12:48:00,2013-12-27 12:50:00,Software,1.0,0.8333333333333334,0,12,4,12,2013,False
23920,application,Server Based Application,IM0024173,4,4,4.0,0.2081733,incident,2.0,2013-12-27 12:13:00,2013-10-10 12:53:00,2014-01-03 15:31:00,Other,1.0,171.3,7,12,4,12,2013,False
23921,application,Server Based Application,IM0024174,4,4,4.0,0.361678731,incident,0.0,2013-12-27 13:17:00,2013-12-27 13:24:00,2013-12-27 13:24:00,Software,1.0,0.11666666666666667,0,13,4,12,2013,False
23922,application,Web Based Application,IM0024175,4,4,4.0,0.786388977,incident,0.0,2013-12-27 13:36:00,2013-12-27 13:55:00,2013-12-27 13:55:00,Other,1.0,0.31666666666666665,0,13,4,12,2013,False
23923,application,Web Based Application,IM0024176,4,4,4.0,0.849148219,incident,1.0,2013-12-27 13:44:00,2014-02-03 09:32:00,2014-02-03 09:33:00,Software,1.0,907.8166666666667,37,13,4,12,2013,False
23924,subapplication,Web Based Application,IM0024177,5,5,5.0,0.340990079,incident,2.0,2013-12-27 13:52:00,2014-01-07 13:13:00,2014-01-07 13:13:00,Other,1.0,263.35,10,13,4,12,2013,False
23925,subapplication,Server Based Application,IM0024178,4,4,4.0,0.909327702,incident,2.0,2013-12-27 14:20:00,2013-12-27 16:33:00,2013-12-27 16:33:00,No error - works as designed,1.0,2.216666666666667,0,14,4,12,2013,False
23926,application,Web Based Application,IM0024179,4,4,4.0,0.691380114,incident,1.0,2013-12-27 14:31:00,2013-12-30 07:35:00,2013-12-30 07:35:00,No error - works as designed,1.0,65.06666666666666,2,14,4,12,2013,False
23927,subapplication,Web Based Application,IM0024180,4,4,4.0,0.374347334,incident,5.0,2013-12-27 14:39:00,2014-02-07 15:51:00,2014-02-07 15:51:00,No error - works as designed,1.0,1009.2,42,14,4,12,2013,False
23928,application,Server Based Application,IM0024181,5,5,5.0,0.168436922,incident,0.0,2013-12-27 15:00:00,2013-10-10 12:53:00,2013-12-27 15:51:00,Software,1.0,0.85,0,15,4,12,2013,False
23929,subapplication,Web Based Application,IM0024182,4,4,4.0,0.736112256,incident,4.0,2013-12-27 15:05:00,2014-01-06 16:09:00,2014-01-06 16:10:00,Other,1.0,241.08333333333334,10,15,4,12,2013,False
23930,application,Server Based Application,IM0024183,3,3,3.0,0.918374552,incident,0.0,2013-12-27 15:11:00,2013-12-27 15:27:00,2013-12-27 15:27:00,User error,1.0,0.26666666666666666,0,15,4,12,2013,False
23931,application,Server Based Application,IM0024184,4,4,4.0,0.99973605,incident,0.0,2013-12-27 15:19:00,2013-12-27 16:05:00,2013-12-27 16:07:00,Software,1.0,0.8,0,15,4,12,2013,False
23932,subapplication,Web Based Application,IM0024185,4,4,4.0,0.892335848,incident,1.0,2013-12-27 15:27:00,2013-12-30 14:59:00,2013-12-30 14:59:00,Software,1.0,71.53333333333333,2,15,4,12,2013,False
23933,subapplication,Web Based Application,IM0024186,4,4,4.0,0.179058736,incident,0.0,2013-12-27 16:15:00,2013-12-27 16:28:00,2013-12-27 16:29:00,Software,1.0,0.23333333333333334,0,16,4,12,2013,False
23934,application,Server Based Application,IM0024187,5,5,5.0,0.151552832,incident,0.0,2013-12-27 16:30:00,2013-12-30 10:56:00,2013-12-30 11:10:00,Other,1.0,66.66666666666667,2,16,4,12,2013,False
23935,subapplication,Web Based Application,IM0024188,4,4,4.0,0.795286984,incident,0.0,2013-12-27 16:51:00,2013-12-30 09:27:00,2013-12-30 09:27:00,Software,1.0,64.6,2,16,4,12,2013,False
23936,application,Server Based Application,IM0024189,4,4,4.0,0.196690618,incident,1.0,2013-12-27 16:57:00,2013-12-30 11:32:00,2013-12-30 11:36:00,Other,1.0,66.65,2,16,4,12,2013,False
23937,application,Server Based Application,IM0024190,4,4,4.0,0.678753671,incident,4.0,2013-12-27 17:11:00,2014-01-01 18:20:00,2014-01-01 18:21:00,Other,1.0,121.16666666666667,5,17,4,12,2013,False
23938,subapplication,Web Based Application,IM0024191,4,4,4.0,0.34281168,incident,0.0,2013-12-27 17:28:00,2014-01-09 09:37:00,2014-01-09 09:40:00,Other,1.0,304.2,12,17,4,12,2013,False
23939,application,Web Based Application,IM0024192,4,4,4.0,0.488374744,incident,0.0,2013-12-27 17:31:00,2013-12-30 07:12:00,2013-12-30 07:12:00,Operator error,1.0,61.68333333333333,2,17,4,12,2013,False
23940,application,Desktop Application,IM0024193,4,4,4.0,0.484661169,incident,0.0,2013-12-24 19:02:00,2013-12-27 08:39:00,2013-12-27 08:40:00,Operator error,1.0,61.63333333333333,2,19,1,12,2013,False
23941,application,Server Based Application,IM0024194,2,2,2.0,0.392755176,incident,0.0,2013-12-26 23:54:00,2013-12-27 12:44:00,2013-12-27 12:44:00,Other,1.0,12.833333333333334,0,23,3,12,2013,False
23942,application,Web Based Application,IM0024195,4,3,4.0,0.195962498,incident,1.0,2013-12-27 08:17:00,2013-12-27 08:30:00,2013-12-27 08:30:00,Software,1.0,0.21666666666666667,0,8,4,12,2013,False
23943,application,Server Based Application,IM0024196,3,3,3.0,0.069485324,incident,3.0,2013-12-27 08:31:00,2013-12-27 14:35:00,2013-12-27 14:35:00,Software,2.0,6.066666666666666,0,8,4,12,2013,False
23944,computer,Banking Device,IM0024197,2,2,2.0,0.49377847,incident,0.0,2013-12-27 08:35:00,2013-10-10 12:53:00,2013-12-27 13:23:00,Other,1.0,4.8,0,8,4,12,2013,False
23945,storage,SAN,IM0024199,4,4,4.0,0.939192945,incident,0.0,2013-12-27 08:53:00,2013-12-30 10:30:00,2013-12-30 10:30:00,Other,1.0,73.61666666666666,3,8,4,12,2013,False
23946,computer,Laptop,IM0024200,5,5,5.0,0.291164639,incident,0.0,2013-12-27 09:14:00,2014-01-09 09:21:00,2014-01-09 09:21:00,Hardware,1.0,312.1166666666667,13,9,4,12,2013,False
23947,application,Web Based Application,IM0024201,4,4,4.0,0.889444789,incident,2.0,2013-12-27 09:17:00,2013-10-10 12:53:00,2014-01-06 10:33:00,Other,1.0,241.26666666666668,10,9,4,12,2013,False
23948,application,Web Based Application,IM0024202,4,5,4.0,0.662372553,incident,2.0,2013-12-27 09:29:00,2014-01-06 10:55:00,2014-01-06 10:55:00,User manual not used,2.0,241.43333333333334,10,9,4,12,2013,False
23949,application,Server Based Application,IM0024203,4,4,4.0,0.452340287,incident,1.0,2013-12-27 09:30:00,2013-12-27 12:50:00,2013-12-27 12:50:00,Software,1.0,3.3333333333333335,0,9,4,12,2013,False
23950,subapplication,Web Based Application,IM0024204,4,4,4.0,0.737705921,incident,0.0,2013-12-27 09:38:00,2013-12-27 10:04:00,2013-12-27 10:04:00,Software,1.0,0.43333333333333335,0,9,4,12,2013,False
23951,computer,Banking Device,IM0024205,4,4,4.0,0.182541099,incident,0.0,2013-12-27 09:54:00,2013-10-10 12:53:00,2013-12-27 14:20:00,Other,1.0,4.433333333333334,0,9,4,12,2013,False
23952,application,Web Based Application,IM0024206,4,4,4.0,0.153307791,incident,0.0,2013-12-27 10:00:00,2013-12-27 10:21:00,2013-12-27 10:22:00,Software,1.0,0.36666666666666664,0,10,4,12,2013,False
23953,application,Server Based Application,IM0024207,5,5,5.0,0.750115885,incident,1.0,2013-12-27 10:19:00,2014-01-06 16:52:00,2014-01-06 16:52:00,No error - works as designed,1.0,246.55,10,10,4,12,2013,False
23954,subapplication,Web Based Application,IM0024208,4,4,4.0,0.568758008,incident,0.0,2013-12-27 10:22:00,2013-12-27 11:47:00,2013-12-27 11:48:00,Software,1.0,1.4333333333333333,0,10,4,12,2013,False
23955,subapplication,Web Based Application,IM0024209,4,4,4.0,0.099574966,incident,0.0,2013-12-27 10:26:00,2013-12-27 13:26:00,2013-12-27 13:26:00,Software,1.0,3.0,0,10,4,12,2013,False
23956,application,Server Based Application,IM0024210,5,5,5.0,0.546038238,request for information,2.0,2013-12-27 10:30:00,2013-12-27 16:25:00,2013-12-27 16:25:00,Other,1.0,5.916666666666667,0,10,4,12,2013,False
23957,application,Server Based Application,IM0024211,5,5,5.0,0.872633852,request for information,0.0,2013-12-27 10:43:00,2014-01-15 09:01:00,2014-01-15 09:01:00,Other,1.0,454.3,18,10,4,12,2013,False
23958,subapplication,Web Based Application,IM0024212,5,5,5.0,0.092715137,incident,6.0,2013-12-27 10:48:00,2014-01-03 17:24:00,2014-01-03 17:25:00,Other,1.0,174.61666666666667,7,10,4,12,2013,False
23959,application,Desktop Application,IM0024213,4,3,3.0,0.387483876,incident,1.0,2013-12-27 10:49:00,2013-12-31 07:12:00,2013-12-31 07:12:00,Hardware,1.0,92.38333333333334,3,10,4,12,2013,False
23960,subapplication,Web Based Application,IM0024214,4,4,4.0,0.910119457,incident,0.0,2013-12-27 11:00:00,2013-12-27 11:25:00,2013-12-27 11:25:00,Software,1.0,0.4166666666666667,0,11,4,12,2013,False
23961,subapplication,Server Based Application,IM0024215,5,5,5.0,0.225729018,request for information,0.0,2013-12-27 11:03:00,2013-12-27 13:16:00,2013-12-27 13:16:00,Data,1.0,2.216666666666667,0,11,4,12,2013,False
23962,application,Server Based Application,IM0024216,4,4,4.0,0.161847611,incident,3.0,2013-12-27 11:04:00,2014-01-02 14:12:00,2014-01-02 14:12:00,Other,1.0,147.13333333333333,6,11,4,12,2013,False
23963,computer,Banking Device,IM0024217,2,3,2.0,0.399304991,incident,0.0,2013-12-27 11:07:00,2014-01-02 13:51:00,2014-01-02 13:51:00,Other,2.0,146.73333333333332,6,11,4,12,2013,False
23964,application,Server Based Application,IM0024218,4,4,4.0,0.697682538,incident,1.0,2013-12-27 11:08:00,2014-02-18 10:23:00,2014-02-18 10:24:00,Other,1.0,1271.2666666666667,52,11,4,12,2013,False
